Afstemningsområde,Partibogstav,Stemmetal,procent_22
1. Hyllinge-Lyndby,UP,8,0.1
1. Hyllinge-Lyndby,S,1484,26.6
1. Hyllinge-Lyndby,R,128,2.3
1. Hyllinge-Lyndby,K,212,3.8
1. Hyllinge-Lyndby,NB,268,4.8
1. Hyllinge-Lyndby,SF,538,9.7
1. Hyllinge-Lyndby,LA,404,7.3
1. Hyllinge-Lyndby,M,638,11.5
1. Hyllinge-Lyndby,DF,200,3.6
1. Hyllinge-Lyndby,FG,12,0.2
1. Hyllinge-Lyndby,V,808,14.5
1. Hyllinge-Lyndby,ALT,116,2.1
1. Hyllinge-Lyndby,DD,540,9.7
1. Hyllinge-Lyndby,EL,206,3.7
1. Hårlevhallen,UP,14,0.2
1. Hårlevhallen,S,2104,28.0
1. Hårlevhallen,R,172,2.3
1. Hårlevhallen,K,362,4.8
1. Hårlevhallen,NB,470,6.2
1. Hårlevhallen,SF,762,10.1
1. Hårlevhallen,LA,416,5.5
1. Hårlevhallen,M,740,9.8
1. Hårlevhallen,DF,284,3.8
1. Hårlevhallen,FG,18,0.2
1. Hårlevhallen,V,940,12.5
1. Hårlevhallen,ALT,130,1.7
1. Hårlevhallen,DD,874,11.6
1. Hårlevhallen,EL,230,3.1
1. Hørsholm,UP,2,0.0
1. Hørsholm,S,1166,14.2
1. Hørsholm,R,420,5.1
1. Hørsholm,K,1098,13.3
1. Hørsholm,NB,258,3.1
1. Hørsholm,SF,364,4.4
1. Hørsholm,LA,1252,15.2
1. Hørsholm,M,1112,13.5
1. Hørsholm,DF,208,2.5
1. Hørsholm,FG,10,0.1
1. Hørsholm,V,1720,20.9
1. Hørsholm,ALT,174,2.1
1. Hørsholm,DD,256,3.1
1. Hørsholm,EL,178,2.2
1. Ishøj Landsby,UP,0,0.0
1. Ishøj Landsby,S,596,25.1
1. Ishøj Landsby,R,64,2.7
1. Ishøj Landsby,K,136,5.7
1. Ishøj Landsby,NB,140,5.9
1. Ishøj Landsby,SF,202,8.5
1. Ishøj Landsby,LA,182,7.7
1. Ishøj Landsby,M,366,15.4
1. Ishøj Landsby,DF,104,4.4
1. Ishøj Landsby,FG,24,1.0
1. Ishøj Landsby,V,238,10.0
1. Ishøj Landsby,ALT,42,1.8
1. Ishøj Landsby,DD,190,8.0
1. Ishøj Landsby,EL,86,3.6
1. Jægersborg,UP,2,0.0
1. Jægersborg,S,1094,11.4
1. Jægersborg,R,614,6.4
1. Jægersborg,K,1610,16.8
1. Jægersborg,NB,178,1.9
1. Jægersborg,SF,544,5.7
1. Jægersborg,LA,1444,15.0
1. Jægersborg,M,1360,14.2
1. Jægersborg,DF,158,1.6
1. Jægersborg,FG,48,0.5
1. Jægersborg,V,1810,18.8
1. Jægersborg,ALT,292,3.0
1. Jægersborg,DD,116,1.2
1. Jægersborg,EL,320,3.3
1. Kulturhuset Langå,UP,12,0.3
1. Kulturhuset Langå,S,1518,36.5
1. Kulturhuset Langå,R,98,2.4
1. Kulturhuset Langå,K,158,3.8
1. Kulturhuset Langå,NB,158,3.8
1. Kulturhuset Langå,SF,358,8.6
1. Kulturhuset Langå,LA,252,6.1
1. Kulturhuset Langå,M,244,5.9
1. Kulturhuset Langå,DF,102,2.4
1. Kulturhuset Langå,FG,6,0.1
1. Kulturhuset Langå,V,528,12.7
1. Kulturhuset Langå,ALT,150,3.6
1. Kulturhuset Langå,DD,354,8.5
1. Kulturhuset Langå,EL,204,4.9
1. Kulturhuset Pavillonen,UP,14,0.1
1. Kulturhuset Pavillonen,S,4350,36.6
1. Kulturhuset Pavillonen,R,210,1.8
1. Kulturhuset Pavillonen,K,420,3.5
1. Kulturhuset Pavillonen,NB,700,5.9
1. Kulturhuset Pavillonen,SF,610,5.1
1. Kulturhuset Pavillonen,LA,1046,8.8
1. Kulturhuset Pavillonen,M,760,6.4
1. Kulturhuset Pavillonen,DF,274,2.3
1. Kulturhuset Pavillonen,FG,20,0.2
1. Kulturhuset Pavillonen,V,1538,12.9
1. Kulturhuset Pavillonen,ALT,182,1.5
1. Kulturhuset Pavillonen,DD,1342,11.3
1. Kulturhuset Pavillonen,EL,374,3.1
1. Køge By - Midt,UP,12,0.2
1. Køge By - Midt,S,1888,23.6
1. Køge By - Midt,R,228,2.9
1. Køge By - Midt,K,594,7.4
1. Køge By - Midt,NB,206,2.6
1. Køge By - Midt,SF,1080,13.5
1. Køge By - Midt,LA,750,9.4
1. Køge By - Midt,M,1054,13.2
1. Køge By - Midt,DF,212,2.7
1. Køge By - Midt,FG,14,0.2
1. Køge By - Midt,V,1174,14.7
1. Køge By - Midt,ALT,144,1.8
1. Køge By - Midt,DD,418,5.2
1. Køge By - Midt,EL,196,2.5
1. Ledøje Forsamlingshus,UP,2,0.1
1. Ledøje Forsamlingshus,S,318,21.0
1. Ledøje Forsamlingshus,R,46,3.0
1. Ledøje Forsamlingshus,K,126,8.3
1. Ledøje Forsamlingshus,NB,54,3.6
1. Ledøje Forsamlingshus,SF,112,7.4
1. Ledøje Forsamlingshus,LA,146,9.6
1. Ledøje Forsamlingshus,M,208,13.7
1. Ledøje Forsamlingshus,DF,54,3.6
1. Ledøje Forsamlingshus,FG,6,0.4
1. Ledøje Forsamlingshus,V,246,16.2
1. Ledøje Forsamlingshus,ALT,50,3.3
1. Ledøje Forsamlingshus,DD,102,6.7
1. Ledøje Forsamlingshus,EL,42,2.8
1. Lemvig,UP,14,0.2
1. Lemvig,S,2416,27.6
1. Lemvig,R,234,2.7
1. Lemvig,K,580,6.6
1. Lemvig,NB,238,2.7
1. Lemvig,SF,496,5.7
1. Lemvig,LA,584,6.7
1. Lemvig,M,378,4.3
1. Lemvig,DF,178,2.0
1. Lemvig,FG,8,0.1
1. Lemvig,V,2082,23.8
1. Lemvig,ALT,84,1.0
1. Lemvig,DD,1216,13.9
1. Lemvig,EL,120,1.4
1. Lyngby Midt,UP,16,0.2
1. Lyngby Midt,S,1620,19.1
1. Lyngby Midt,R,534,6.3
1. Lyngby Midt,K,820,9.7
1. Lyngby Midt,NB,196,2.3
1. Lyngby Midt,SF,806,9.5
1. Lyngby Midt,LA,1036,12.2
1. Lyngby Midt,M,1150,13.6
1. Lyngby Midt,DF,190,2.2
1. Lyngby Midt,FG,52,0.6
1. Lyngby Midt,V,1110,13.1
1. Lyngby Midt,ALT,362,4.3
1. Lyngby Midt,DD,164,1.9
1. Lyngby Midt,EL,398,4.7
1. Marstal,UP,4,0.1
1. Marstal,S,1214,32.7
1. Marstal,R,60,1.6
1. Marstal,K,388,10.4
1. Marstal,NB,118,3.2
1. Marstal,SF,216,5.8
1. Marstal,LA,162,4.4
1. Marstal,M,320,8.6
1. Marstal,DF,126,3.4
1. Marstal,FG,10,0.3
1. Marstal,V,260,7.0
1. Marstal,ALT,80,2.2
1. Marstal,DD,458,12.3
1. Marstal,EL,272,7.3
1. Mesinge,UP,4,0.1
1. Mesinge,S,946,35.3
1. Mesinge,R,46,1.7
1. Mesinge,K,158,5.9
1. Mesinge,NB,116,4.3
1. Mesinge,SF,230,8.6
1. Mesinge,LA,118,4.4
1. Mesinge,M,196,7.3
1. Mesinge,DF,72,2.7
1. Mesinge,FG,2,0.1
1. Mesinge,V,248,9.3
1. Mesinge,ALT,90,3.4
1. Mesinge,DD,298,11.1
1. Mesinge,EL,142,5.3
1. Middelfart V,UP,12,0.1
1. Middelfart V,S,3030,31.9
1. Middelfart V,R,304,3.2
1. Middelfart V,K,516,5.4
1. Middelfart V,NB,302,3.2
1. Middelfart V,SF,820,8.6
1. Middelfart V,LA,800,8.4
1. Middelfart V,M,1082,11.4
1. Middelfart V,DF,204,2.1
1. Middelfart V,FG,20,0.2
1. Middelfart V,V,1192,12.5
1. Middelfart V,ALT,238,2.5
1. Middelfart V,DD,604,6.4
1. Middelfart V,EL,336,3.5
1. Musikteatret,UP,16,0.1
1. Musikteatret,S,6140,26.8
1. Musikteatret,R,490,2.1
1. Musikteatret,K,1344,5.9
1. Musikteatret,NB,490,2.1
1. Musikteatret,SF,1728,7.5
1. Musikteatret,LA,2338,10.2
1. Musikteatret,M,1268,5.5
1. Musikteatret,DF,428,1.9
1. Musikteatret,FG,46,0.2
1. Musikteatret,V,5372,23.4
1. Musikteatret,ALT,318,1.4
1. Musikteatret,DD,2120,9.2
1. Musikteatret,EL,582,2.5
1. Nordborg,UP,4,0.1
1. Nordborg,S,2528,38.7
1. Nordborg,R,70,1.1
1. Nordborg,K,156,2.4
1. Nordborg,NB,562,8.6
1. Nordborg,SF,206,3.2
1. Nordborg,LA,278,4.3
1. Nordborg,M,404,6.2
1. Nordborg,DF,238,3.6
1. Nordborg,FG,2,0.0
1. Nordborg,V,1016,15.6
1. Nordborg,ALT,40,0.6
1. Nordborg,DD,892,13.7
1. Nordborg,EL,108,1.7
1. Nordby,UP,8,0.2
1. Nordby,S,1248,29.7
1. Nordby,R,142,3.4
1. Nordby,K,322,7.7
1. Nordby,NB,154,3.7
1. Nordby,SF,382,9.1
1. Nordby,LA,262,6.2
1. Nordby,M,404,9.6
1. Nordby,DF,68,1.6
1. Nordby,FG,2,0.0
1. Nordby,V,360,8.6
1. Nordby,ALT,206,4.9
1. Nordby,DD,370,8.8
1. Nordby,EL,256,6.1
1. Nordmors,UP,2,0.1
1. Nordmors,S,594,32.8
1. Nordmors,R,14,0.8
1. Nordmors,K,58,3.2
1. Nordmors,NB,100,5.5
1. Nordmors,SF,74,4.1
1. Nordmors,LA,58,3.2
1. Nordmors,M,76,4.2
1. Nordmors,DF,36,2.0
1. Nordmors,FG,0,0.0
1. Nordmors,V,210,11.6
1. Nordmors,ALT,42,2.3
1. Nordmors,DD,484,26.7
1. Nordmors,EL,50,2.8
1. Nordvanghallen,UP,4,0.1
1. Nordvanghallen,S,1198,29.7
1. Nordvanghallen,R,128,3.2
1. Nordvanghallen,K,188,4.7
1. Nordvanghallen,NB,92,2.3
1. Nordvanghallen,SF,338,8.4
1. Nordvanghallen,LA,356,8.8
1. Nordvanghallen,M,540,13.4
1. Nordvanghallen,DF,158,3.9
1. Nordvanghallen,FG,88,2.2
1. Nordvanghallen,V,472,11.7
1. Nordvanghallen,ALT,88,2.2
1. Nordvanghallen,DD,224,5.6
1. Nordvanghallen,EL,138,3.4
1. Odder,UP,18,0.1
1. Odder,S,5166,30.2
1. Odder,R,604,3.5
1. Odder,K,924,5.4
1. Odder,NB,492,2.9
1. Odder,SF,1690,9.9
1. Odder,LA,1312,7.7
1. Odder,M,1508,8.8
1. Odder,DF,282,1.6
1. Odder,FG,30,0.2
1. Odder,V,2416,14.1
1. Odder,ALT,558,3.3
1. Odder,DD,1146,6.7
1. Odder,EL,852,5.0
1. Ole Rømer-Skolen,UP,4,0.2
1. Ole Rømer-Skolen,S,706,26.8
1. Ole Rømer-Skolen,R,148,5.6
1. Ole Rømer-Skolen,K,190,7.2
1. Ole Rømer-Skolen,NB,128,4.9
1. Ole Rømer-Skolen,SF,242,9.2
1. Ole Rømer-Skolen,LA,124,4.7
1. Ole Rømer-Skolen,M,196,7.4
1. Ole Rømer-Skolen,DF,92,3.5
1. Ole Rømer-Skolen,FG,212,8.0
1. Ole Rømer-Skolen,V,216,8.2
1. Ole Rømer-Skolen,ALT,68,2.6
1. Ole Rømer-Skolen,DD,142,5.4
1. Ole Rømer-Skolen,EL,148,5.6
1. Ringsted,UP,28,0.2
1. Ringsted,S,3794,28.4
1. Ringsted,R,356,2.7
1. Ringsted,K,1358,10.2
1. Ringsted,NB,532,4.0
1. Ringsted,SF,1226,9.2
1. Ringsted,LA,816,6.1
1. Ringsted,M,1488,11.1
1. Ringsted,DF,406,3.0
1. Ringsted,FG,106,0.8
1. Ringsted,V,1740,13.0
1. Ringsted,ALT,230,1.7
1. Ringsted,DD,870,6.5
1. Ringsted,EL,386,2.9
1. Roskilde Bymidte,UP,8,0.1
1. Roskilde Bymidte,S,1744,23.3
1. Roskilde Bymidte,R,396,5.3
1. Roskilde Bymidte,K,424,5.7
1. Roskilde Bymidte,NB,110,1.5
1. Roskilde Bymidte,SF,996,13.3
1. Roskilde Bymidte,LA,716,9.6
1. Roskilde Bymidte,M,1018,13.6
1. Roskilde Bymidte,DF,122,1.6
1. Roskilde Bymidte,FG,36,0.5
1. Roskilde Bymidte,V,838,11.2
1. Roskilde Bymidte,ALT,268,3.6
1. Roskilde Bymidte,DD,204,2.7
1. Roskilde Bymidte,EL,574,7.7
1. Royal Stage,UP,12,0.1
1. Royal Stage,S,2762,21.5
1. Royal Stage,R,692,5.4
1. Royal Stage,K,880,6.8
1. Royal Stage,NB,430,3.3
1. Royal Stage,SF,1394,10.8
1. Royal Stage,LA,1286,10.0
1. Royal Stage,M,1434,11.2
1. Royal Stage,DF,248,1.9
1. Royal Stage,FG,86,0.7
1. Royal Stage,V,1764,13.7
1. Royal Stage,ALT,550,4.3
1. Royal Stage,DD,438,3.4
1. Royal Stage,EL,816,6.4
1. Skagen,UP,2,0.0
1. Skagen,S,3904,41.7
1. Skagen,R,76,0.8
1. Skagen,K,354,3.8
1. Skagen,NB,360,3.8
1. Skagen,SF,282,3.0
1. Skagen,LA,530,5.7
1. Skagen,M,654,7.0
1. Skagen,DF,236,2.5
1. Skagen,FG,8,0.1
1. Skagen,V,972,10.4
1. Skagen,ALT,84,0.9
1. Skagen,DD,1724,18.4
1. Skagen,EL,158,1.7
1. Skt. Jørgens Hallen,UP,16,0.1
1. Skt. Jørgens Hallen,S,3362,21.2
1. Skt. Jørgens Hallen,R,1004,6.3
1. Skt. Jørgens Hallen,K,916,5.8
1. Skt. Jørgens Hallen,NB,374,2.4
1. Skt. Jørgens Hallen,SF,1932,12.2
1. Skt. Jørgens Hallen,LA,1586,10.0
1. Skt. Jørgens Hallen,M,1892,12.0
1. Skt. Jørgens Hallen,DF,216,1.4
1. Skt. Jørgens Hallen,FG,114,0.7
1. Skt. Jørgens Hallen,V,1576,10.0
1. Skt. Jørgens Hallen,ALT,836,5.3
1. Skt. Jørgens Hallen,DD,406,2.6
1. Skt. Jørgens Hallen,EL,1544,9.8
1. Snertinge,UP,18,0.4
1. Snertinge,S,1306,30.1
1. Snertinge,R,50,1.2
1. Snertinge,K,126,2.9
1. Snertinge,NB,322,7.4
1. Snertinge,SF,306,7.0
1. Snertinge,LA,198,4.6
1. Snertinge,M,414,9.5
1. Snertinge,DF,284,6.5
1. Snertinge,FG,4,0.1
1. Snertinge,V,446,10.3
1. Snertinge,ALT,106,2.4
1. Snertinge,DD,588,13.5
1. Snertinge,EL,178,4.1
1. Struer,UP,10,0.1
1. Struer,S,3452,35.2
1. Struer,R,182,1.9
1. Struer,K,518,5.3
1. Struer,NB,260,2.7
1. Struer,SF,660,6.7
1. Struer,LA,672,6.9
1. Struer,M,526,5.4
1. Struer,DF,268,2.7
1. Struer,FG,40,0.4
1. Struer,V,1622,16.5
1. Struer,ALT,110,1.1
1. Struer,DD,1192,12.2
1. Struer,EL,218,2.2
1. Støvring,UP,8,0.1
1. Støvring,S,3818,29.9
1. Støvring,R,364,2.9
1. Støvring,K,862,6.8
1. Støvring,NB,354,2.8
1. Støvring,SF,690,5.4
1. Støvring,LA,1192,9.3
1. Støvring,M,1010,7.9
1. Støvring,DF,148,1.2
1. Støvring,FG,16,0.1
1. Støvring,V,2240,17.6
1. Støvring,ALT,152,1.2
1. Støvring,DD,1644,12.9
1. Støvring,EL,216,1.7
1. Sønderbro,UP,6,0.1
1. Sønderbro,S,2630,39.7
1. Sønderbro,R,148,2.2
1. Sønderbro,K,238,3.6
1. Sønderbro,NB,314,4.7
1. Sønderbro,SF,430,6.5
1. Sønderbro,LA,544,8.2
1. Sønderbro,M,440,6.6
1. Sønderbro,DF,286,4.3
1. Sønderbro,FG,30,0.5
1. Sønderbro,V,528,8.0
1. Sønderbro,ALT,106,1.6
1. Sønderbro,DD,520,7.8
1. Sønderbro,EL,394,5.9
1. Tapeten,UP,10,0.2
1. Tapeten,S,2586,42.5
1. Tapeten,R,190,3.1
1. Tapeten,K,226,3.7
1. Tapeten,NB,246,4.0
1. Tapeten,SF,406,6.7
1. Tapeten,LA,300,4.9
1. Tapeten,M,466,7.7
1. Tapeten,DF,336,5.5
1. Tapeten,FG,146,2.4
1. Tapeten,V,440,7.2
1. Tapeten,ALT,146,2.4
1. Tapeten,DD,316,5.2
1. Tapeten,EL,246,4.0
1. Tarm,UP,4,0.1
1. Tarm,S,1492,24.9
1. Tarm,R,62,1.0
1. Tarm,K,372,6.2
1. Tarm,NB,208,3.5
1. Tarm,SF,308,5.1
1. Tarm,LA,384,6.4
1. Tarm,M,414,6.9
1. Tarm,DF,158,2.6
1. Tarm,FG,6,0.1
1. Tarm,V,1184,19.7
1. Tarm,ALT,40,0.7
1. Tarm,DD,940,15.7
1. Tarm,EL,66,1.1
1. Thisted,UP,4,0.0
1. Thisted,S,6544,36.7
1. Thisted,R,240,1.3
1. Thisted,K,874,4.9
1. Thisted,NB,424,2.4
1. Thisted,SF,856,4.8
1. Thisted,LA,1172,6.6
1. Thisted,M,1136,6.4
1. Thisted,DF,288,1.6
1. Thisted,FG,30,0.2
1. Thisted,V,2908,16.3
1. Thisted,ALT,274,1.5
1. Thisted,DD,2394,13.4
1. Thisted,EL,524,2.9
1. Tranebjerg,UP,8,0.2
1. Tranebjerg,S,1094,24.6
1. Tranebjerg,R,90,2.0
1. Tranebjerg,K,742,16.7
1. Tranebjerg,NB,130,2.9
1. Tranebjerg,SF,476,10.7
1. Tranebjerg,LA,234,5.3
1. Tranebjerg,M,272,6.1
1. Tranebjerg,DF,66,1.5
1. Tranebjerg,FG,6,0.1
1. Tranebjerg,V,430,9.7
1. Tranebjerg,ALT,238,5.4
1. Tranebjerg,DD,346,7.8
1. Tranebjerg,EL,300,6.8
"1. Vallensbæk Skole, Multisalen",UP,0,0.0
"1. Vallensbæk Skole, Multisalen",S,1188,23.6
"1. Vallensbæk Skole, Multisalen",R,248,4.9
"1. Vallensbæk Skole, Multisalen",K,476,9.5
"1. Vallensbæk Skole, Multisalen",NB,152,3.0
"1. Vallensbæk Skole, Multisalen",SF,378,7.5
"1. Vallensbæk Skole, Multisalen",LA,448,8.9
"1. Vallensbæk Skole, Multisalen",M,580,11.5
"1. Vallensbæk Skole, Multisalen",DF,166,3.3
"1. Vallensbæk Skole, Multisalen",FG,310,6.2
"1. Vallensbæk Skole, Multisalen",V,484,9.6
"1. Vallensbæk Skole, Multisalen",ALT,74,1.5
"1. Vallensbæk Skole, Multisalen",DD,270,5.4
"1. Vallensbæk Skole, Multisalen",EL,222,4.4
1. Varde By,UP,8,0.0
1. Varde By,S,5108,29.1
1. Varde By,R,294,1.7
1. Varde By,K,1070,6.1
1. Varde By,NB,900,5.1
1. Varde By,SF,834,4.7
1. Varde By,LA,1308,7.4
1. Varde By,M,1614,9.2
1. Varde By,DF,456,2.6
1. Varde By,FG,54,0.3
1. Varde By,V,3394,19.3
1. Varde By,ALT,202,1.1
1. Varde By,DD,1942,11.1
1. Varde By,EL,308,1.8
1. Vestamager,UP,10,0.1
1. Vestamager,S,2408,31.6
1. Vestamager,R,178,2.3
1. Vestamager,K,374,4.9
1. Vestamager,NB,368,4.8
1. Vestamager,SF,544,7.1
1. Vestamager,LA,542,7.1
1. Vestamager,M,664,8.7
1. Vestamager,DF,462,6.1
1. Vestamager,FG,148,1.9
1. Vestamager,V,868,11.4
1. Vestamager,ALT,170,2.2
1. Vestamager,DD,594,7.8
1. Vestamager,EL,252,3.3
1. Vordingborg,UP,18,0.3
1. Vordingborg,S,2178,33.6
1. Vordingborg,R,156,2.4
1. Vordingborg,K,312,4.8
1. Vordingborg,NB,262,4.0
1. Vordingborg,SF,764,11.8
1. Vordingborg,LA,396,6.1
1. Vordingborg,M,676,10.4
1. Vordingborg,DF,216,3.3
1. Vordingborg,FG,42,0.6
1. Vordingborg,V,630,9.7
1. Vordingborg,ALT,184,2.8
1. Vordingborg,DD,352,5.4
1. Vordingborg,EL,272,4.2
1. Værløse,UP,20,0.2
1. Værløse,S,3280,26.7
1. Værløse,R,930,7.6
1. Værløse,K,1142,9.3
1. Værløse,NB,294,2.4
1. Værløse,SF,998,8.1
1. Værløse,LA,1042,8.5
1. Værløse,M,1256,10.2
1. Værløse,DF,250,2.0
1. Værløse,FG,78,0.6
1. Værløse,V,1700,13.9
1. Værløse,ALT,382,3.1
1. Værløse,DD,284,2.3
1. Værløse,EL,580,4.7
1. Ørbygård,UP,6,0.1
1. Ørbygård,S,1490,27.1
1. Ørbygård,R,314,5.7
1. Ørbygård,K,304,5.5
1. Ørbygård,NB,130,2.4
1. Ørbygård,SF,680,12.4
1. Ørbygård,LA,416,7.6
1. Ørbygård,M,586,10.7
1. Ørbygård,DF,172,3.1
1. Ørbygård,FG,114,2.1
1. Ørbygård,V,462,8.4
1. Ørbygård,ALT,272,5.0
1. Ørbygård,DD,188,3.4
1. Ørbygård,EL,344,6.3
10. 2. Vest,UP,24,0.1
10. 2. Vest,S,2982,16.2
10. 2. Vest,R,1456,7.9
10. 2. Vest,K,1094,5.9
10. 2. Vest,NB,232,1.3
10. 2. Vest,SF,2050,11.1
10. 2. Vest,LA,2134,11.6
10. 2. Vest,M,2176,11.8
10. 2. Vest,DF,190,1.0
10. 2. Vest,FG,128,0.7
10. 2. Vest,V,1978,10.7
10. 2. Vest,ALT,1628,8.8
10. 2. Vest,DD,244,1.3
10. 2. Vest,EL,2100,11.4
10. Arentsminde,UP,0,0.0
10. Arentsminde,S,236,29.6
10. Arentsminde,R,6,0.8
10. Arentsminde,K,22,2.8
10. Arentsminde,NB,46,5.8
10. Arentsminde,SF,36,4.5
10. Arentsminde,LA,40,5.0
10. Arentsminde,M,28,3.5
10. Arentsminde,DF,24,3.0
10. Arentsminde,FG,0,0.0
10. Arentsminde,V,120,15.1
10. Arentsminde,ALT,10,1.3
10. Arentsminde,DD,218,27.4
10. Arentsminde,EL,8,1.0
10. Barrit,UP,2,0.1
10. Barrit,S,552,26.4
10. Barrit,R,28,1.3
10. Barrit,K,54,2.6
10. Barrit,NB,194,9.3
10. Barrit,SF,124,5.9
10. Barrit,LA,160,7.6
10. Barrit,M,144,6.9
10. Barrit,DF,60,2.9
10. Barrit,FG,6,0.3
10. Barrit,V,364,17.4
10. Barrit,ALT,30,1.4
10. Barrit,DD,308,14.7
10. Barrit,EL,46,2.2
10. Bjerringbro Syd,UP,8,0.2
10. Bjerringbro Syd,S,896,25.3
10. Bjerringbro Syd,R,40,1.1
10. Bjerringbro Syd,K,742,20.9
10. Bjerringbro Syd,NB,122,3.4
10. Bjerringbro Syd,SF,170,4.8
10. Bjerringbro Syd,LA,212,6.0
10. Bjerringbro Syd,M,156,4.4
10. Bjerringbro Syd,DF,74,2.1
10. Bjerringbro Syd,FG,4,0.1
10. Bjerringbro Syd,V,530,14.9
10. Bjerringbro Syd,ALT,68,1.9
10. Bjerringbro Syd,DD,472,13.3
10. Bjerringbro Syd,EL,42,1.2
10. Blenstrup,UP,2,0.1
10. Blenstrup,S,672,35.2
10. Blenstrup,R,58,3.0
10. Blenstrup,K,28,1.5
10. Blenstrup,NB,76,4.0
10. Blenstrup,SF,86,4.5
10. Blenstrup,LA,118,6.2
10. Blenstrup,M,90,4.7
10. Blenstrup,DF,46,2.4
10. Blenstrup,FG,0,0.0
10. Blenstrup,V,166,8.7
10. Blenstrup,ALT,36,1.9
10. Blenstrup,DD,472,24.7
10. Blenstrup,EL,54,2.8
10. Brenderup,UP,2,0.1
10. Brenderup,S,1070,31.2
10. Brenderup,R,84,2.4
10. Brenderup,K,138,4.0
10. Brenderup,NB,198,5.8
10. Brenderup,SF,232,6.8
10. Brenderup,LA,216,6.3
10. Brenderup,M,262,7.6
10. Brenderup,DF,106,3.1
10. Brenderup,FG,6,0.2
10. Brenderup,V,484,14.1
10. Brenderup,ALT,72,2.1
10. Brenderup,DD,484,14.1
10. Brenderup,EL,70,2.0
10. Brønderslev,UP,14,0.1
10. Brønderslev,S,6464,40.6
10. Brønderslev,R,250,1.6
10. Brønderslev,K,692,4.3
10. Brønderslev,NB,418,2.6
10. Brønderslev,SF,818,5.1
10. Brønderslev,LA,1092,6.9
10. Brønderslev,M,984,6.2
10. Brønderslev,DF,334,2.1
10. Brønderslev,FG,22,0.1
10. Brønderslev,V,2244,14.1
10. Brønderslev,ALT,162,1.0
10. Brønderslev,DD,2110,13.3
10. Brønderslev,EL,270,1.7
10. Buerup,UP,8,0.3
10. Buerup,S,612,26.0
10. Buerup,R,42,1.8
10. Buerup,K,88,3.7
10. Buerup,NB,144,6.1
10. Buerup,SF,222,9.4
10. Buerup,LA,150,6.4
10. Buerup,M,208,8.8
10. Buerup,DF,132,5.6
10. Buerup,FG,4,0.2
10. Buerup,V,306,13.0
10. Buerup,ALT,48,2.0
10. Buerup,DD,256,10.9
10. Buerup,EL,132,5.6
10. Charlotteskolen,UP,10,0.1
10. Charlotteskolen,S,2408,27.4
10. Charlotteskolen,R,440,5.0
10. Charlotteskolen,K,668,7.6
10. Charlotteskolen,NB,328,3.7
10. Charlotteskolen,SF,782,8.9
10. Charlotteskolen,LA,648,7.4
10. Charlotteskolen,M,930,10.6
10. Charlotteskolen,DF,334,3.8
10. Charlotteskolen,FG,232,2.6
10. Charlotteskolen,V,902,10.3
10. Charlotteskolen,ALT,210,2.4
10. Charlotteskolen,DD,456,5.2
10. Charlotteskolen,EL,396,4.5
10. DOKK1,UP,12,0.1
10. DOKK1,S,1654,12.2
10. DOKK1,R,1362,10.1
10. DOKK1,K,552,4.1
10. DOKK1,NB,142,1.1
10. DOKK1,SF,1544,11.4
10. DOKK1,LA,2132,15.8
10. DOKK1,M,1472,10.9
10. DOKK1,DF,56,0.4
10. DOKK1,FG,80,0.6
10. DOKK1,V,1458,10.8
10. DOKK1,ALT,1266,9.4
10. DOKK1,DD,116,0.9
10. DOKK1,EL,1628,12.1
10. Dybvad,UP,2,0.2
10. Dybvad,S,408,31.9
10. Dybvad,R,12,0.9
10. Dybvad,K,18,1.4
10. Dybvad,NB,88,6.9
10. Dybvad,SF,52,4.1
10. Dybvad,LA,66,5.2
10. Dybvad,M,58,4.5
10. Dybvad,DF,40,3.1
10. Dybvad,FG,0,0.0
10. Dybvad,V,202,15.8
10. Dybvad,ALT,18,1.4
10. Dybvad,DD,278,21.8
10. Dybvad,EL,26,2.0
10. Egebjerg,UP,22,0.3
10. Egebjerg,S,1928,28.6
10. Egebjerg,R,196,2.9
10. Egebjerg,K,286,4.2
10. Egebjerg,NB,292,4.3
10. Egebjerg,SF,518,7.7
10. Egebjerg,LA,576,8.5
10. Egebjerg,M,736,10.9
10. Egebjerg,DF,232,3.4
10. Egebjerg,FG,14,0.2
10. Egebjerg,V,840,12.4
10. Egebjerg,ALT,206,3.1
10. Egebjerg,DD,608,9.0
10. Egebjerg,EL,268,4.0
10. Engesvang,UP,2,0.1
10. Engesvang,S,1106,28.9
10. Engesvang,R,102,2.7
10. Engesvang,K,220,5.8
10. Engesvang,NB,156,4.1
10. Engesvang,SF,244,6.4
10. Engesvang,LA,230,6.0
10. Engesvang,M,244,6.4
10. Engesvang,DF,110,2.9
10. Engesvang,FG,8,0.2
10. Engesvang,V,590,15.4
10. Engesvang,ALT,90,2.4
10. Engesvang,DD,566,14.8
10. Engesvang,EL,98,2.6
10. Espergærde Bibliotek,UP,8,0.1
10. Espergærde Bibliotek,S,1216,18.9
10. Espergærde Bibliotek,R,486,7.6
10. Espergærde Bibliotek,K,650,10.1
10. Espergærde Bibliotek,NB,154,2.4
10. Espergærde Bibliotek,SF,512,8.0
10. Espergærde Bibliotek,LA,808,12.6
10. Espergærde Bibliotek,M,806,12.5
10. Espergærde Bibliotek,DF,82,1.3
10. Espergærde Bibliotek,FG,48,0.7
10. Espergærde Bibliotek,V,868,13.5
